file,total_chars,preview_chars,is_truncated,preview_text
RSA Töreboda 2015.pdf,17585,1000,True,"TOREBODA KOMMUN
SEKRETESS
OSL.^....KaP-l3-§
2025 -03- 0.3
Torebodakorr""^
Risk- och sarbarhetsanalys
Upprattad i enlighet med MSBFS 2015:5
Toreboda kommun
Kommunstyrelsen noterar informationen 2023-10-16
IS)

Sammanfattning/lnledning
Toreboda kommuns risk- och sarbarhetsanalys ar sammanstalld under forsta halvaret
2023. Alia i kommunens ledningsgrupp har fatt ett eget exemplar. Kommunstyrelsens
ordinarie ledamoter (15 st) har fatt tillstand att lasa innehallet under overinseende av
sakerhetssamordningen med motiveringen om kommunstyrelsens ansvar i fred/hojd
beredskap/krig.
1 Beskrivning av kommunen och dess geografiska
omrade
1.1 Kommunens ansvarsomrade och uppgifter
Kommunernas obligatoriska uppgifter:
Social omsorg (aldre- och handikappomsorg samt individ- och familjeomsorg)
For-, grund- och gymnasieskola samt kommunal vuxenutbildning (KomvuxJ
Plan och byggfragor
Miljo- och halsoskydd
Renhallning och avfallshantering
Vatten och avlopp
Raddningstjanst
Krisberedskap och civilt forsvar
"
RSA Tranemo 2015.pdf,34750,1000,True," 
 
 
 
 
 
 
 
 
Risk- och 
sårbarhetsanalys 
2015-2018 
 
TRANEMO KOMMUN 
 
 

 
 
  
Fastställt av: Kommunfullmäktige 
Datum:  
För revidering ansvarar: Kommunstyrelsen 
För uppföljning ansvarar:  Kommunstyrelsen 
Dokumentet gäller för: Tranemo kommun 
 
 

 
 
Sammanfattning 
Syftet med risk- och sårbarhetsanalysen (RSA) är att kommunen ska stärka sin egen och samhällets 
krisberedskapsförmåga.  De hot och risker som allvarligt kan försämra förmågan att upprätthålla 
verksamheten analyseras därför inom vårt geografiska ansvarsområde. Målet är att analysen ska leda 
till åtgärder som minskar sårbarheten och ökar krishanteringsförmågan samt förmågan att motstå 
allvarliga störningar i samhällsviktig verksamhet.  
 
Risk- och sårbarhetsanalysen har genomförts på så sätt att alla kommunens sektioner genomfört en 
egen RSA under ledning av säkerhetssamordnaren. Samtliga sektionernas RSA har sedan legat till 
grund för kommunens riskhanteringsgrupp som därefter gjort en RSA som omfattar "
RSA Tranemo 2019.pdf,28511,1000,True," 
1 
 
 
Analys 
 
 
 
 
 
 
 
 
 
 
 
 
Risk- och sårbarhetsanalys 2019-2022 
för Tranemo kommun  
 
 
 
 
 
 
 
 
 

 
2 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Styrdokument 
Handlingstyp: Risk- och sårbarhetsanalys 2019-2022 för Tranemo kommun 
Diarienummer: KS/2019:67 
Beslutas av: Kommunfullmäktige 
Fastställelsedatum: 2019-06-10 
Dokumentansvarig: Säkerhetsskyddschef/Säkerhetssamordnare 
Revideras: Minst vart 4:e år 
Följs upp av: Säkerhetsskyddschef/Säkerhetssamordnare 
Tidigare versioner: KS/2015:501 
Giltig t o m: 2022 
  

 
3 
 
Innehåll 
1 Inledning 4 
1.1 Extraordinär händelse ................................................................................ 4 
2 Syfte och mål 5 
3 Övergripande beskrivning av kommunen 6 
4 Arbetsprocess och metod 8 
5 Resultat av Risk- och sårbarhetsanalysen 10 
5.1 Samhällsviktig verksamhet .................................................................... 10 
5.2 Lägsta acceptabla nivå ............................................."
RSA Tranemo 2023.pdf,34422,1000,True," 
 
Analys              
1   


 
Risk-  och  sårbarhetsanalys  2023–2026  
för
 
Tranemo
 
kommun
 
   
           
2   


 
               
3   


 
   
Styrdokument  
Handlingstyp:
 
Risk-
 
och
 
sårbarhetsanalys
 
2023–2026
 
för
 
Tranemo
 
kommun
 
Diarienummer:
 
KS/2023:249
 
Beslutas
 
av:
 
Kommunstyrelsen
 
Fastställelsedatum:
 
2023-08-31
 
§169
 
Dokumentansvarig:
 
Krisberedskapssamordnare
 
Revideras:
 
Minst
 
vart
 
4:e
 
år
 
Följs
 
upp
 
av:
 
Krisberedskapssamordnare
 
Tidigare
 
versioner:
 
KS/2019:67
 
Giltig
 
t
 
o
 
m:
 
2027-08-31
 
 
 
4   


 
Innehåll  
1 Inledning  1.1 Extraordinär  händelse  
2 Syfte  och  mål  
3 Övergripande  beskrivning  av  kommunen  
4 Arbetsprocess  och  metod  
5 Resultat  av  Risk-  och  sårbarhetsanalysen  5.1 Samhällsviktig  verksamhet  5.2 Lägsta  acceptabla  nivå  5.3 Kritiska  beroenden  5.4 Sannolikhet  och  konsekvens  5.5 Scenarier  och  förmåga  att  hantera  dessa  5.6 Summering,  slutsatser  5.7 Förbättringsområden  "
RSA Trollhättan 2015.pdf,15664,1000,True,"Dokumentbeteckning Dnr
Trollhättans Stad Risk- och sårbarhets- |KS 2015/400
analys 2015-2018

Antaget av/Ansvarig Handläggare/Förvaltning Datum/Ersätter
Kommunstyrelsen Skydd och säkerhet 2015-08-24
Syfte

Gäller för

Referensdokument

Ansvar och genomförande

Uppföljning

Beskrivning av kommunen

Trollhättans kommun är belägen nästan mitt i Västra Götalands län, i ett ur många
synpunkter strategiskt läge. Kommunikationsförutsättningarna i Trollhättan är
nästan unika för en kommun av denna storlek med alla transportslag (väg,
järnväg, flyg och sjöfart) väl representerade. Europaväg 45, riksvägarna 44, 47
och 42 strålar samman i Trollhättan. Detta ger goda vägförbindelser mot Göteborg
och Karlstad samt mot Bohuslän, Skaraborg och Borås/Jönköping. Norge-
Vänerlänken mellan Göteborg och Oslo/Karlstad passerar Trollhättan, vilket ger
tågförbindelser i dessa riktningar och pendeltrafik som innebär 35 minuters restid
till Göteborg. Till Stockholm tar man sig antingen via Göteborg eller Väner"
RSA Trollhättan 2019.pdf,165644,1000,True," 
 
 
RISK- OCH 
SÅRBARHETS-
ANALYS 2019-2022 
 
 


 
 
Innehåll  
Inledning 1 
Beskrivning av Trollhättan Stad och dess geografiska område 2 
Kommunens ansvarsområde och uppgifter  2 
Författningar som i tillämpliga delar beaktats i redovisningen av risk- och 
sårbarhetsanalysen  5 
Övergripande beskrivning av kommunen, geografi mm.  5 
Beskrivning av arbetsprocess och metod 7 
Uppdrag  7 
Syfte och mål  7 
Arbetsprocess och metod för risk- och sårbarhetsarbetet 7 
Avgränsningar  9 
Identifierad samhällsviktig verksamhet inom kommunens geografiska område
 10 
Samhällssektor  10 
Viktig samhällsfunktion  10 
Samhällsviktig verksamhet  10 
Identifierade kritiska beroenden för Trollhättans Stads samhällsviktiga verksamhet
 13 
Infrastruktur  13 
Verksamhetsnära system  13 
Personal  13 
Information  14 
Transporter, varor och tjänster  14 
Kontinuitetsplanering  14 
Identifierade och analyserade risker för kommunen och kommunens geografiska 
område 16 
Riskidentifiering  16 
Typhändelse"
RSA Trollhättan 2023 Maskad.pdf,91471,1000,True," 
 
 
 
RISK- OCH 
SÅRBARHETS-
ANALYS 2023–2026 
 
 


 
 
Innehåll  
Inledning ................................................................................................................... 1 
Beskrivning av Trollhättan Stad och dess geografiska område ................................. 2 
Kommunens ansvarsområde och uppgifter 2 
Författningar som i tillämpliga delar beaktats i redovisningen av risk- och 
sårbarhetsanalysen 5 
Övergripande beskrivning av kommunen, geografi mm. 5 
Beskrivning av arbetsprocess och metod ................................................................. 7 
Uppdrag 7 
Syfte och mål 7 
Arbetsprocess och metod för risk- och sårbarhetsarbetet 7 
Avgränsningar 9 
Identifierad samhällsviktig verksamhet inom kommunens geografiska område..... 10 
Samhällssektor 10 
Viktig samhällsfunktion 10 
Samhällsviktig verksamhet 10 
Identifierade kritiska beroenden för Trollhättans Stads samhällsviktiga verksamhet
 ......................................................."
RSA Trosa 2023.pdf,41298,1000,True,"Risk- och sårbarhetsanalys 
Trosa kommun 2023–2026 
____________________________________________ 
Richard Kihlgren 
Kommunkontoret 
Trosa kommun 
Sekretess enligt 18 kap. 13 § OSL (2023-10-27)


Risk- och sårbarhetsanalys 
Innehåll 
Inledning  4 
Begrepp och termer  5 
Förkortningar  7
Beskrivning av kommunen och dess geografiska område 8 
Beskrivning av arbetsprocess och metod  15
Kommunens uppdrag  15
Arbetsprocess och metod 16
Riskworkshop  17
Dialog med externa aktörer  18
Remiss  18
Åtgärdsplanering  19
Avgränsningar  19
Metoddiskussion  19
Identifierad samhällsviktig verksamhet inom kommunens geografiska område  20 
Referenser  51
Webben  51
Publikationer  52
Böcker  52


Inledning 
1992 bröt sig Trosa kommun ut ur storkommunen Nyköping och de tre tätorterna Trosa, Vagnhärad 
och Västerljung bildade tillsammans Trosa kommun. Det fanns redan från start en tydlig vision hos de 
grundande politikerna om vilken kultur som skulle råda i kommunen och som manifesterades i 
styrdokumente"
RSA Tyresö 2019.pdf,43567,1000,True,"   
 
 
 
Risk- och sårbarhetsanalys 
2019  
Tyresö kommun 
   
 
 
 
 
 
 
 
 
 
Beslutsdatum 2019-06-20 Dokumenttyp Risk- och sårbarhetsanalys 
Beslutad av Kommundirektören Dokumentägare Säkerhetschef 
Diarienummer 2019/KS 0170 Giltighetstid 2019 - 2022 
 
 
 
 
 
 
 


2 
 
 
Innehållsförteckning 
1 Inledning ................................................................................................ 3 
2 Kommunens organisation .................................................................... 4 
3 Övergripande beskrivning av geografiska området .......................... 5 
4 Arbetsprocess och metod .................................................................... 8 
5 Samhällsviktig verksamhet .................................................................. 9 
6 Identifierade och analyserade risker, sårbarheter samt kritiska 
beroenden ............................................................................................ 13 
7 Viktiga resurser som kommunen dispone"
RSA Tyresö 2023.pdf,47733,1000,True,"   
 
Risk- och sårbarhetsanalys 
2023  
Tyresö kommun 
 
   
 
 
 
 
 
 
 
 
 
Beslutsdatum 2023-10-31 Dokumenttyp Risk- och sårbarhetsanalys 
Beslutad av Kommundirektören Dokumentägare Chef stöd-och service/ 
säkerhetschef 
Diarienummer  Giltighetstid 2023-2026 
 
 
 
 
 
 


2 
 
Innehållsförteckning 
 
1 Inledning .......................................................................................................... 3 
2 Kommunens organisation ............................................................................. 4 
3 Övergripande beskrivning av geografiska området ................................... 5 
4 Arbetsprocess och metod ............................................................................. 8 
5 Samhällsviktig verksamhet ........................................................................... 8 
6 Identifierade och analyserade risker, sårbarheter samt kritiska 
beroenden ...................................................................................."
RSA Uddevalla 2016.pdf,41072,1000,True," 
Datum  
2025-11-14 
 
KS 2016/00591 1 (31) 
Uddevalla kommun   Utgåva 
 
 
 
 
 
 
 
 
 
 
  
Uddevalla Kommun RSA, 2016 
 

 
Datum  
2025-11-14 
 
KS 2016/00591 2 (31) 
Uddevalla kommun   Utgåva 
 
 
 
 
 
 
RSA1 ............................................... Fel! Bokmärket är inte definierat. 
RSA2 ................................................... Fel! Bokmärket är inte definierat. 
RSA3 ................................................ Fel! Bokmärket är inte definierat. 
1. RSA1num .................................... Fel! Bokmärket är inte definierat. 
1.1 RSA2num ................................ Fel! Bokmärket är inte definierat. 
1.1.1 RSA3num ............................ Fel! Bokmärket är inte definierat. 
 
  

 
Datum  
2025-11-14 
 
KS 2016/00591 3 (31) 
Uddevalla kommun   Utgåva 
 
 
 
 
1. Beskrivning av kommunen och dess 
geografiska område 
Uddevalla kommun är beläget mitt Bohuslän och har cirka 55 000 innevånare. 
Uddevalla är centralort men Ljungskile, Hogstorp, La"
RSA Uddevalla 2019.pdf,30311,1000,True,"RISK OCH SÅRBARHETSANALYS 2021RSA - Uddevalla kommun 1(16)2021Dnr:2021/00610
1 Inledning ..............................................................................................................................................22 Kommunbeskrivning ............................................................................................................................23Grundläggande krisledningsorganisationen ........................................................................................34 Arbetsprocess och metod vid framtagande av RSA. ............................................................................55Identifierad samhällsviktig verksamhet...............................................................................................56Kritiska beroenden för kommunens samhällsviktiga verksamheter....................................................97Identifierade och analyserade risker för kommunen och kommunens geografiska område............108Identifierade sår"
RSA Uddevalla 2023.pdf,27008,1000,True," Uddevalla kommuns författningssamling 1 (13) 
 
 
Dokumenttyp:  Plan enligt lag  
Dnr: KS/2023:465 
Antagen av:  Kommunfullmäktige 
Antagen: 2021-12-08 § 318  
Dokumentansvarig:  Säkerhetschef, stabsavdelningen, kommunledningskontoret 
Senast reviderad: Kommunstyrelsen 2023-10-25 § 278 
 
 
 
Risk- och sårbarhetsanalys  
för Uddevalla kommun 
2022–2026 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 

  2 (13) 
 
 
 
INNEHÅLL 
1. Inledning ............................................................................................. 3 
1.1 Bakgrund .................................................................................................. 3 
1.2 Begreppsdefinitioner ................................................................................ 3 
1.3 Kommunorientering.................................................................................. 4 
1.4 Disposition och sekretess.......................................................................... 4 
2. Metod och avgränsningar ........."
RSA Ulricehamn 2015.pdf,43743,1000,True,"Strategi  Program Plan  Policy Riktlinjer Regler 
  
 
 
ANTAGET AV: KOMMUNFULLMÄKTIGE 
DATUM: 2015-10-29, § 179 
ANSVAR UPPFÖLJNING: KOMMUNCHEF 
GÄLLER TILL OCH MED: 2018 
 
>
> 
  > 
> 
  
 
Styrdokument 
RISK- OCH 
SÅRBARHETSANALYS  

 
 
 
 
 
 
 
 
 
 
 
 
 
  
Våra styrdokument 
[Normerande] 
Policy – Vår hållning, övergripande 
Riktlinjer – Rekommenderade sätt att agera 
Regler – Absoluta gränser och ska-krav 
 
[Aktiverande] 
Strategi – Avgörande vägval och strategiområden från fullmäktigeberedningar 
Program – Avgörande vägval och programområden från andra än fullmäktigeberedningar 
Plan – Uppdrag, tidsram och ansvar 
 

 
 
Sammanfattning 
Risk- och sårbarhetsanalysen görs utifrån lag (2006:544) om kommuners och landstings 
åtgärder inför och vid extraordinära händelser i fredstid och höjd beredskap och syftar till att 
beskriva kommunens viktiga funktioner , dvs. vilka verksamheter som är av samhällsviktig 
funktion, samt att identifiera risker och sårbarheter i dessa verksa"
RSA Ulricehamn 2019.pdf,32713,1000,True," 
 
 
 
 
 
 
 
 
 
Rapport 
                                               
RISK- OCH 
SÅRBARHETSANALYS 
GÄLLANDE 
EXTRAORDINÄRA 
HÄNDELSER I FREDSTID 
- MANDATPERIODEN 
2019-2022 
 
  
2019-03-29  
 


Risk- och sårbarhetsanalys 
 
 
 
 
2 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Ulricehamns kommun 
Kanslifunktionen 
Pehr Johansson 
Krisberedskapssamordnare 

Risk- och sårbarhetsanalys 
 
 
 
 
3 
Innehåll 
  
1 Bakgrund ....................................................................................................................................4 
1.1 Några begrepp att känna till ................................ ................................ ................................ .. 4 
1.2 Andra analyser inom säkerhet och beredskap ................................ ................................ ........  5 
2 Syfte och mål ..............................................................................................................................6 
3 Beskrivning av kommun"
RSA Ulricehamn 2023.pdf,32814,1000,True," 
 
 
 
 
 
 
 
 
 
Rapport 
                                               
RISK- OCH 
SÅRBARHETSANALYS 
GÄLLANDE 
EXTRAORDINÄRA 
HÄNDELSER I FREDSTID 
- MANDATPERIODEN 
2023-2026 
 
 
  
2023-06-14  
 


Risk- och sårbarhetsanalys 
 
 
 
 
2 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Ulricehamns kommun 
Kanslifunktionen 
Daniel Fyhr 
Krisberedskapssamordnare 
Gustaf Olsson 
Kommunchef 

Risk- och sårbarhetsanalys 
 
 
 
 
3 
Innehåll 
  
1 Bakgrund .............................................................................................................................. 4 
1.1 Några begrepp att känna till ........................................................................................................... 4 
1.2 Andra analyser inom säkerhet och beredskap .............................................................................. 5 
2 Syfte och mål ........................................................................................................................ 6"
RSA Umeå 2015.pdf,68495,1000,True," 
Dokumenttyp  
Program 
 
Dokumentnamn  
Umeå kommuns program för säkerhet och 
trygghet 2015-2018 
 
Fastställd/Upprättad  
KF 2013-06-17 § 124 
 
Version  
 
 
Dokumentägare  
 
 
Dokumentansvarig  
Brandförsvar och säkerhet 
 
Reviderad 
KF 2015-05-25 § x 
 
Giltighetstid  
T v 
 
Dokumentinformation     
 
  
 
 
 
 
 
 
 
 
 
  
 
 
 
Umeå kommuns program  
för säkerhet och trygghet   
 
2015-2018 
 
 
Med utgångspunkt i följande lagstiftningar och krav:  
 
 Lag (2003:778) om skydd mot olyckor, 
 Lag (2006:544) om kommuners och landstings åtgärder inför och vid  
extraordinära händelser i fredstid och höjd beredskap, 
 Säkerhetsskyddslag (1996:627), 
 Kommunallag (1991:900) samt 
 Föreskrifter av försäkringsgivare 
  
 
 
 
 
 
 
 
 
 
 
 

 
 
Innehållsförteckning  
1 Inledning/bakgrund ................................................................................................. 1 
1.1 Vad är säkerhet och trygghet? ......................................................"
RSA Umeå 2023 Maskad.pdf,89421,1000,True,"   
 
 
                                                       
 
 
 
 
 
 
Risk- och sårbarhetsanalys 2023-2026 
Umeå kommun 
Utifrån lag (2006:544) om kommuners och landstings åtgärder inför och vid extraordinära 
händelser i fredstid och höjd beredskap. 
 
 
 
 
 
 
 
 
 
 
 
 
Dokumentnamn: 
Risk- och sårbarhetsanalys 2023-2026 Umeå kommun 
Dokumentansvarig: 
Säkerhetsenheten 
Ärendebeteckning 
KS-2023/00680 
Godkänd av: 
Eva.Lena Fjällström, Beredskapsdirektrör, Umeå Kommun 
Version: 
1.0 
Dokumentdatum: 
2023-10-23 
 


   
 
 
Innehållsförteckning 
Inledning .................................................................................................................................................. 1 
1. Beskrivning av kommunen och dess geografiska område .............................................................. 2 
1.1. Kommunens ansvar och uppgifter ......................................................................................... 2 
1.1.1. Uppgifter kopplat til"
RSA Upplands-Bro 2019 Maskad.pdf,42117,1000,True," 
 
 
 
 
www.upplands-bro.se 
 
Risk- och sårbarhetsanalys 
För mandatperioden 2019–2022 
2019-xx-xx 
KS 18/0104 
 
 
 
 

Risk- och sårbarhetsanalys 
För mandatperioden 2019–2022 
 
 
 
 
 
  
Innehåll 
1 Sammanfattning ................................ ................................ ................... 1 
2 Inledning ................................ ................................ ...............................  2 
2.1 Begrepp och termer ..............................................................................3 
2.2 Arbetsprocess och metod ..................................................................4 
2.3 Författningar som har beaktats i redovisningen ..........................5 
2.4 Avgränsningar och deltagare i arbetet ............................................6 
3 Utdrag ur Sveriges säkerhetsstrategi ................................ ................. 6 
4 Kommunen och dess geografiska område ................................ ........ 8 
4.1 Övergripande beskrivning"
RSA Upplands-Bro 2023 Maskad.pdf,53727,1000,True,"Risk- och 
sårbarhetsanalys 
2023–2026 
Populärversion 
Antagen av kommunfullmäktige 2023-10-25
KS 23/0435 

Risk- och sårbarhetsanalys 2023–2026 
 
 
Sid 2 av 34 
 
Sammanfattning 
Kommuner och andra samhällsaktörer tar fram en risk- och sårbarhetsanalys 
(RSA) som en del i sitt arbete med krisberedskap. RSA:n hjälper kommunen 
att arbeta aktivt med att reducera risker och minska sårbarheter. Genom att 
arbeta med RSA kan kommunen bidra till att förbättra samhällets förmåga att 
förebygga, motstå och hantera kriser.  
Upplands-Bro kommuns RSA har tagits fram genom workshops tillsammans 
med alla kontor och bolag i kommunen. Dessa är; kommunledningskontoret, 
kultur- och fritidskontoret, samhällsbyggnadskontoret, socialkontoret, 
utbildningskontoret samt AB Upplands-Brohus och Upplands-Bro 
Kommunfastigheter AB.  
En RSA innehåller en redovisning av kommunens samhällsviktiga 
verksamheter, alltså verksamheter som alltid behöver fungera oavsett vad som 
inträffar. Dessutom tillgängliggö"
RSA Upplands-Väsby 2023 Maskad.pdf,56582,1000,True,"Upplands
Väsby
kommun
RapportSäkerhetschefDatuni:
Mats
Johansson
2023-10-24
08-590
970
01
inats.johansson@upplandsvasby.se
Diarienummer:KS/2023:45
1
Risk-
och
sårbarhetsanalys
2024
-2027
Upplands
Väsby
kommun

Innehåll
Begreppochtermer.4
Beskrivningavkommunenochdessgeografiskaområde6
Kommunensansvarsområdeochuppgifter6
Kommunernasobligatoriskauppgifter:6
Exempelpåfrivilligauppgifter6
Konmunensorganisationinklusivehel-ochdelägdabolagochförbundssamarbeten7
Krisledningsnämnd7
Organisationsstruktur7
Övergripandebeskrivningavkommunensgeografiskaområdesåsomgeografi,dernografi,
infrastrukturochnäringsliv8
Infrastrukturochkommunikationer8
Näringsliv9
Beskrivningavarbetsprocessochmetod9
Gjordaavgränsningarmedmotiv10
Sekretessochspridningavmaterial10
Samhälisviktigverksamhetinomkommunenochdessgeografiskaområde10
Samhälisviktigverksamhet11
Samhälisviktigverksamhetikommunen11
Identifieradekritiskaberoendenförkommunenssamhällsviktigaverksamhet11
Identifieradeochanalyseraderiskerförkommunenochkommun"
RSA Uppsala 2023.pdf,5109,1000,True,"En sammanfattning av Uppsala kommuns Risk- och sårbarhetsanalys
En sammanfattning av 
Uppsala kommuns  
Risk- och sårbarhetsanalys 
2023–2026
”Uppsala kommun ska utföra sina viktiga uppdrag även vid kriser 
och samhällsstörningar. Därför undersöker vi vilka oönskade 
händelser som kan drabba våra verksamheter. För att du ska 
känna dig trygg är det viktigt att kommunen är väl förberedd.”
Anders Fridborg, säkerhetschef på Uppsala kommun

En sammanfattning av Uppsala kommuns Risk- och sårbarhetsanalys
Verksamheterna ska fungera även 
under störningar i samhället
 
Vi på Uppsala kommun arbetar för att minska sårbarheter och  r isker 
i samhället. Samtidigt förbereder vi oss för att kunna hantera en 
 samhällsstörning. 
Vi förbereder kommunens alla verksamheter genom att: 
• ha planer för hur de ska fortsätta vara igång vid en samhällsstörning 
• ha planer för hur kommunen ska ledas vid en samhällsstörning 
• undersöka vilka risker och sårbarheter som kan drabba  
Uppsala kommun
• utbilda "
RSA Uppvidinge 2019 Maskad.pdf,113409,1000,True,"ks 2014-280

Risk- och sårbarhetsanalys
Uppvidinge kommun 2019

Kommunledningsförvaltningen
Kyrkbacken, 364 21 Åseda


Sammanfattning

Uppvidinge kommun har tagit fram en risk- och sårbarhetsanalys för kommunen och dess
geografiska område. Syftet är att få en lägesbild, analysera den och därefter arbeta med
identifierade risker, hot och sårbarheter för att stärka kommunens och samhällets krisberedskap.
Inför årets redovisning har en länsgemensam modell med utgångspunkt i MSB:s föreskrifter tagits
fram. Länets kommune har även tillsammans bedömt de hot och risker som identifieras i analysen.

De samhällsstörningar som påverkar kommunens invånare och den samhällsviktiga verksamhet
som bedrivs inom kommunens geografiska område, bedöms vara de till följd av inträffade
naturhändelser, så som stormar, skogsbränder, långvarig torka och stark värme. Konsekvenserna
får ofta direkt påverkan på el- och vattenförsörjning, vilket innebär risker för människors liv och
hälsa. Indirekt kan naturolycko"
RSA Uppvidinge 2023 Maskad.pdf,78568,1000,True,"33 
 
 
 
 
 
 
 
Risk- och sårbarhetsanalys 
2023-2027 
  

 
 
1 
 
Innehållsförteckning 
1. INLEDNING ....................................................................................................................2 
2.1 Kommunens ansvar och organisation.........................................................................4 
2.1.1 Kommunens ansvar och uppgifter kopplat till krisberedskap ........................................... 5 
2.2 Krisberedskapssystemet på lokal, regional och nationell nivå ...................................6 
3. BESKRIVNING AV ARBETSPROCESS OCH METOD ..............................................8 
3.1 Gjorda avgränsningar med motiv ...............................................................................8 
3.2 Länsgemensamt arbete med risk- och sårbarhetsanalys ...........................................8 
3.3 Kommunens arbete med risk- och sårbarhetsanalys .............................................9 
4. IDENTIFIERAD SAMHÄLLSVIKTIG VERKSAMH"
RSA Valdermarvik 2015 Maskad.pdf,34610,1000,True,"Valdemarsviks kommun

Kommunal risk- och sårbarhetsanalys
för mandatperioden 2015-2018

Datum: 2016-02-15
On: KS-KoS.2015.98 170


VALDEMARSVIKS mn REN ä
KOMMUN 25-11-17 (18)

Ilan

KS-KcS.2015.98 170

Innehåll

Skärmar fan goa vasa ca a vara vm ör msn or BARA ARA RS SN NA VARA AKA AM REA BA MO RN RAMAR NA FK R ÅA AS ERA ER BAR ÅR KR KN KR 3

Inledning. .-.-e-s0mssssesosssarsransninrarntnrnen sne Or FARA RO RANA bR AEA BARA RAR AR RA KKR ARA RANA RAR RRENO fb RA BAER 4
Extraordinära händelst?,......—--.-:esiesoioioiaraiaiararanenimiarim erosion IRENE BERN ENR NANA 4
KödrMunens. BSVIT sao amrarnnasmemistsrner0 tort nintnia ka BARA M AR NEN ANS FRA FORA HAR HORA bä RA ARA BARN RR RA RA 5
Geografiskt Område ou..2:ssassrsssisisimisrarmsararirimennsnta ins inrR KARNA RA RAA RR OROAR FO pt RAR AA RA RA EA RR 7
Arbetsprocess och mitlöOd,....----.--=+sss4siaiasanmamermmmssesesssssmmsnsmmETasesssee Cd

Identifierad samhällsviktig verksamhet inom a kommunens pecografiska område....eessee bl

Ide"
RSA Valdermarvik 2023 Maskad.pdf,55447,1000,True,"VALDEMARSVIKS når
KOMMUN Dnr: KS-KoS 202336 (32)

SEKRETESS
Sökntess enig! täkap. 136

nffentfghöts- och
sökugörsslgen (2055-4005
Oamtum: 2005-04-11
VALDEMAFRSVIKS KOMMUN

Risk- och sårbarhetsanalys för
Valdemarsviks kommun

Antagen av KS genom ordförandeslut 2023-10-31
Dokumentansvang: Komrmundirektör


VALDEMA IKS än

1. Beskrivning av kommunen och dess geografiska område

1.1 Kommunens ansvarsområde och uppgifter

Genom speciallagstiftningen har kommuner och landsting fått ansvar för viktiga
samhällsfunktioner som oftast är obligatoriska uppgifter, Kommuner och landsting kan även
fatta beslut om att utföra olika frivilliga uppgifter.

Kormmuremas obligatoriska uppgifter
Social omsorg (Omsorg om äldre och personer med funktionsnedsättning samt individ- och
familjeomsorg)

För-, grund- och gymnasieskola

Plan- och byggfrågor

Miljö- och hälsoskydd

Renhållning och avfallshantering
vatten och avlopp

Räddningstjänst

Civilt försvar

Biblioteksverksamhet
Böstadstförsörjning

Därutöver b"
RSA Vansbro 2015.pdf,29789,1000,True,"Dnr: KS 2015/760

cc
FF
un
<E
Se

Xx

barhetsanalys 2015

och sår

Risk-



Sida 1 av 35


Risk- och sårbarhetsanalys 2015

Datum Diarienummer
2015-12-31 KS 2015/760
Oo
Innehåll
INNEHÅLL soousoossssrssssseoorooosssrssnsersnnnrnrennnnnnns sne reser R Koen Kr NAn RA RAK AA KSR ANNA NR BARA A RASAR KARA ARKA NRO R OR ARS ARNE Ron nosen RK nere rerna 2
1. BESKRIVNING AV KOMMUNEN OCH DESS GEOGRAFISKA OMRÅDE .....ssssessorsssorsessrsernorsensnensnnnnnsnnrnsnrsnnnnnnnnns 4
1.1 KOMMUNENSANSVARSOMRÅDE OCH UPPGIFTER ossesssssrssnrnsssssssssssrsssonsesssssensensensessesssrssessnnsesnnRnrssnssses ann srRersRs ans rn rr nr ns 4
1.1.1 Kommunens organisation inklusive hel- eller delägda bolag och förbundssamarbeten....................... 4
1.1.2 Följande författning har beaktats i redovisningen av risk- och sårbarhetsanalySen .............s.ssssssssss 4
1.1.3 Övergripande beskrivning av kommunens geografiska område såsom geografi, demografi,
infrastruktur och NÖringSliVssasisssscsssssssssssssssssssss"
RSA Vansbro 2019.pdf,31827,1000,True,"i Vansbro Dnr KS 2019/426
$$ kommun

Risk- och sårbarhetsanalys

2019



Risk- och sårbarhetsanalys för Vansbro kommun 2019-08-28 Dnr KS 2019/426

Innehåll
INNEHÅLL... osononnanansnsnnannnnannnsnsnnänn ns nn nanna ann rna ARA An Ar ARR OR Rn RARE ARR AR An ERNA ARR AREA RAR RAR AR AR AR Ann nn 3
1. BESKRIVNING AV KOMMUNEN OCH DESS GEOGRAFISKA OMRÅDE .......ssesssnsssnossnnsnnnnnnnrsnnn 6
1.1 KOMMUNENS ANSVARSOMRÅDE OCH UPPGIFTER assossrorsrsssrsessesenesrsesrsesnersenrnnesrrnerenensnsnsrsnsrers ns RsRre ens sar R er AnRr sn senere na 6
1.1.1 Kommunens organisation inklusive hel- eller delägda bolag och kommunalförbund ...........ssssversnsr 6
1.1.2 Följande författningar har beaktats i redovisningen av risk- och sårbarhetsanalysen ........................ 6

1.1.3 Övergripande beskrivning av kommunens geografiska område såsom geografi, demografi,

infrastruktur och NärinGSliV sm..sssssssssssssrrsssersrrssrsrssrssresnesnssrsr sn ssss ns nns Rss Ren rR RR nns SAS AR RASAR RR NRA ARA ARE "
